deviation,variability,time,aspirate_speed,dispense_speed,aspirate_wait_time,dispense_wait_time,retract_speed,pre_asp_air_vol,post_asp_air_vol,blowout_vol,volume,trial_index,strategy,norm_time,norm_deviation,norm_variability,total_score
16.08157806753553,0.12472191289217405,51.18980172909936,5,10,5.156002378900349e-12,2.489999729658319e-12,15.0,0.03440123432895058,1.0078151862694008e-13,5.819781553907425e-14,0.01,206,BAYESIAN,0.024785879165130417,0.12538226299687993,0.012831812520962898,0.11314063570549618
20.42795051821673,0.12472191289280705,56.70630780921836,5,5,5.556956208153082e-14,4.0379512917234474e-14,11.48873820504038,0.04058051810252153,0.04174227320998543,0.006028724019147998,0.01,166,BAYESIAN,0.033141706328252744,0.1651376146788029,0.012831812521067597,0.14137413870978938
18.75626880641855,0.14142135623781732,60.36693749963204,8,5,0.0,0.0,15.0,0.013980940401678053,0.1,0.1,0.01,197,BAYESIAN,0.038686445798680524,0.1498470948011611,0.015593865774002102,0.14479772474726527
9.729187562687612,0.08164965809330751,55.97195718301924,7,5,1.697797046700247,0.0,14.879058042245086,0.03162665582323172,0.0,0.1,0.02,342,BAYESIAN,0.03225624467161655,0.11834319526620878,0.022867474444977467,0.13716279119467586
9.562019391513731,0.12472191289217405,48.40826778167705,5,5,0.0,0.0,9.471481049936353,0.07732086781365952,0.0,0.0,0.02,247,BAYESIAN,0.020574846421960086,0.112426035503119,0.03493064419854893,0.14664915257061745
13.90839184219493,0.047140452078155926,52.51687269467752,9,5,2.878207918719917e-14,7.17192418370811e-13,13.352787160021384,0.039346759740856246,5.658660893438707e-16,0.044396416634666036,0.02,284,BAYESIAN,0.026920195588563484,0.26627218934912733,0.013202542526142842,0.18646137531541285
7.12136409227831,0.08164965809330751,40.0457300944249,5,5,0.0,0.0,10.099423727940005,0.018416779063235363,0.1,0.0,0.05,467,BAYESIAN,0.011431098748635255,0.07378335949767169,0.007058315544332681,0.06243940958613647
6.787027749916299,0.047140452078993304,47.43204887365986,5,5,1.7946230152623803,0.0,15.0,0.050885259402883465,0.0,0.0,0.05,448,BAYESIAN,0.022061867707456925,0.06593406593405458,0.0040751203794790036,0.06317914143344222
8.859913072550789,0.047140452079412,42.383177153488106,5,5,0.0,0.0,12.79150439321374,0.1,0.0,0.003419700623098474,0.05,384,BAYESIAN,0.014795272484033103,0.11459968602824637,0.004075120379515198,0.08024535625718668
3.3767970578402977,0.1247219128929653,39.50207401009065,8,8,8.961833271374479e-11,9.491775862221052e-11,7.736553257922637,0.008030942680984168,3.422934680784955e-14,4.469351049144792e-12,0.1,537,BAYESIAN,0.020979201445160436,0.12376237623760462,0.013381679677937882,0.1096237489198385
3.5773988632566724,0.09428090415798661,51.6664595230981,7,5,2.585540102713106e-08,0.0,7.108915914560944,0.08809853800502562,0.09895707383693128,8.436382619115517e-13,0.1,513,BAYESIAN,0.03892935955706519,0.13366336633662118,0.010115599014835979,0.12599224075504775
3.5105315947841516,0.1414213562373986,46.22548589111584,5,8,0.0,0.0,15.0,0.0,0.0,0.1,0.1,568,BAYESIAN,0.030900484044006922,0.1303630363035961,0.015173398522298891,0.12642879924040276
