id,doi,title,year,cited_by_count,score_total,capability_fit,multi_objective,impact,parameter_space,novelty,constraint_penalty
https://openalex.org/W2301143381,https://doi.org/10.1002/adma.201600064,Highly Efficient Perovskite Nanocrystal Light‐Emitting Diodes Enabled by a Universal Crosslinking Method,2016,866,0.7304,1.0,0.5,0.6867644754011253,0.5,0.0,0.4
https://openalex.org/W2896044205,https://doi.org/10.1002/adma.201802981,In Situ Irradiated X‐Ray Photoelectron Spectroscopy Investigation on a Direct Z‐Scheme TiO<sub>2</sub>/CdS Composite Film Photocatalyst,2018,877,0.5162,0.5,0.5,0.689260283687502,0.0,0.0,0.0
https://openalex.org/W2796583922,https://doi.org/10.1002/adma.201800774,Perovskite‐Initiated Photopolymerization for Singly Dispersed Luminescent Nanocomposites,2018,98,0.49,1.0,0.25,0.25720651853119625,0.0,0.0,0.0
https://openalex.org/W2598052878,https://doi.org/10.1126/science.aam6620,"Colloidally prepared La-doped BaSnO <sub>3</sub> electrodes for efficient, photostable perovskite solar cells",2017,1125,0.4835,0.5,0.25,0.7385089029473169,0.0,0.0,0.0
https://openalex.org/W2998443342,https://doi.org/10.1021/acsami.9b18899,Photoactivated Graphene Oxide to Enhance Photocatalytic Reduction of CO<sub>2</sub>,2019,112,0.4825,0.6666666666666666,0.75,0.28339033231665123,0.16666666666666666,0.0,0.0
https://openalex.org/W2759147296,https://doi.org/10.1002/aenm.201701503,g‐C<sub>3</sub>N<sub>4</sub>‐Based Heterostructured Photocatalysts,2017,2329,0.4755,0.3333333333333333,0.25,0.8824650260681366,0.0,0.0,0.0
https://openalex.org/W2991194296,https://doi.org/10.1002/anie.201913800,"Photoactivated Fluorescence Enhancement in F,N‐Doped Carbon Dots with Piezochromic Behavior",2019,204,0.4738,0.6666666666666666,0.5,0.40129990560777623,0.16666666666666666,0.0,0.0
https://openalex.org/W2801189401,https://doi.org/10.1021/acssensors.8b00146,Photoactivated Mixed In-Plane and Edge-Enriched p-Type MoS<sub>2</sub> Flake-Based NO<sub>2</sub> Sensor Working at Room Temperature,2018,187,0.4595,0.5,0.75,0.38416287051779896,0.16666666666666666,0.0,0.0
https://openalex.org/W2210387669,https://doi.org/10.1088/1758-5090/7/4/045009,A simple and high-resolution stereolithography-based 3D bioprinting system using visible light crosslinkable bioinks,2015,697,0.4587,0.6666666666666666,0.0,0.6438427365453543,0.0,0.0,0.0
https://openalex.org/W1969929163,https://doi.org/10.1126/science.aaa3145,Metal-free efficient photocatalyst for stable visible water splitting via a two-electron pathway,2015,4218,0.4583,0.16666666666666666,0.25,1.0,0.0,0.0,0.0
https://openalex.org/W3159662645,https://doi.org/10.1002/adma.202100317,An Inorganic/Organic S‐Scheme Heterojunction H<sub>2</sub>‐Production Photocatalyst and its Charge Transfer Mechanism,2021,779,0.458,0.5,0.25,0.6658311465420671,0.16666666666666666,0.0,0.0
https://openalex.org/W2038851518,https://doi.org/10.1021/jacs.5b03105,Efficient Visible Light Nitrogen Fixation with BiOBr Nanosheets of Oxygen Vacancies on the Exposed {001} Facets,2015,1661,0.4521,0.3333333333333333,0.25,0.8155847994946244,0.0,0.0,0.0
https://openalex.org/W2604114973,https://doi.org/10.1021/acs.analchem.7b00272,Real Time-NIR/MIR-Photorheology: A Versatile Tool for the <i>in Situ</i> Characterization of Photopolymerization Reactions,2017,111,0.4486,1.0,0.0,0.2816306731457684,0.0,0.0,0.0
https://openalex.org/W2338357871,https://doi.org/10.1021/acs.accounts.5b00127,"Metal Complexes of Curcumin for Cellular Imaging, Targeting, and Photoinduced Anticancer Activity",2015,277,0.4449,0.6666666666666666,0.25,0.46160083341255503,0.0,0.0,0.0
https://openalex.org/W123543948,https://doi.org/10.1201/9780203742860,Polymer Interface and Adhesion,2017,3398,0.4434,0.16666666666666666,0.25,0.9572174295669251,0.0,0.0,0.0
https://openalex.org/W2100303002,https://doi.org/10.1109/comst.2015.2476474,"Visible Light Communication, Networking, and Sensing: A Survey, Potential and Challenges",2015,1408,0.4407,0.3333333333333333,0.25,0.7828933370379574,0.0,0.0,0.0
https://openalex.org/W2146028353,https://doi.org/10.1002/smll.201500926,A Hierarchical Z-Scheme CdS-WO<sub>3</sub>Photocatalyst with Enhanced CO<sub>2</sub>Reduction Activity,2015,758,0.4395,0.16666666666666666,0.75,0.6604283844133416,0.16666666666666666,0.0,0.0
https://openalex.org/W2531629454,https://doi.org/10.1002/anie.201608597,Efficient Visible‐Light‐Driven Carbon Dioxide Reduction by a Single‐Atom Implanted Metal–Organic Framework,2016,707,0.4347,0.16666666666666666,0.75,0.6466587207753324,0.16666666666666666,0.0,0.0
https://openalex.org/W2999998096,https://doi.org/10.1002/anie.201916012,Designing a 0D/2D S‐Scheme Heterojunction over Polymeric Carbon Nitride for Visible‐Light Photocatalytic Inactivation of Bacteria,2020,1069,0.4299,0.5,0.0,0.7284103749551901,0.0,0.0,0.0
https://openalex.org/W2218002557,https://doi.org/10.1002/anie.201508505,Phosphorus‐Doped Carbon Nitride Tubes with a Layered Micro‐nanostructure for Enhanced Visible‐Light Photocatalytic Hydrogen Evolution,2015,1056,0.4208,0.3333333333333333,0.25,0.7259905191605767,0.0,0.0,0.0
https://openalex.org/W2297279974,https://doi.org/10.1021/jacs.5b08773,Visible-Light Photoreduction of CO<sub>2</sub> in a Metal–Organic Framework: Boosting Electron–Hole Separation via Electron Trap States,2015,1065,0.413,0.16666666666666666,0.5,0.7276689495444313,0.0,0.0,0.0
https://openalex.org/W2317176089,https://doi.org/10.1002/adma.201600281,Fullerene‐Free Polymer Solar Cells with over 11% Efficiency and Excellent Thermal Stability,2016,1819,0.4084,0.3333333333333333,0.0,0.8335625303060181,0.0,0.0,0.0
https://openalex.org/W2907862386,https://doi.org/10.1111/jfpe.12988,Efficacy of photoactivated curcumin to decontaminate food surfaces under blue light emitting diode,2019,37,0.407,0.6666666666666666,0.75,0.06765281091369459,0.16666666666666666,0.0,0.0
https://openalex.org/W2801645489,https://doi.org/10.1021/acsnano.8b00899,Oxygen-Deficient Black Titania for Synergistic/Enhanced Sonodynamic and Photoinduced Cancer Therapy at Near Infrared-II Biowindow,2018,417,0.4065,0.3333333333333333,0.5,0.5423410062122246,0.0,0.0,0.0
https://openalex.org/W2082019533,https://doi.org/10.1002/adma.201404317,An Electron Acceptor Challenging Fullerenes for Efficient Polymer Solar Cells,2015,3909,0.4031,0.16666666666666666,0.0,0.9849429852499746,0.0,0.0,0.0
https://openalex.org/W2902386805,https://doi.org/10.1021/acs.jpclett.8b02892,How To Correctly Determine the Band Gap Energy of Modified Semiconductor Photocatalysts Based on UV–Vis Spectra,2018,3880,0.4025,0.16666666666666666,0.0,0.983469265122061,0.0,0.0,0.0
https://openalex.org/W2136661114,https://doi.org/10.1002/aenm.201500010,CdS/Graphene Nanocomposite Photocatalysts,2015,810,0.4024,0.3333333333333333,0.25,0.673546479962426,0.0,0.0,0.0
https://openalex.org/W2895283837,https://doi.org/10.1021/jacs.8b07472,Metal-Free Single Atom Catalyst for N<sub>2</sub> Fixation Driven by Visible Light,2018,895,0.401,0.16666666666666666,0.5,0.693277655333132,0.0,0.0,0.0
https://openalex.org/W2763525349,https://doi.org/10.1021/acscatal.7b02662,Photocatalytic Water Splitting: Quantitative Approaches toward Photocatalyst by Design,2017,871,0.3991,0.16666666666666666,0.5,0.6879028359461096,0.0,0.0,0.0
https://openalex.org/W1971141096,https://doi.org/10.1002/adfm.201401636,State‐of‐the‐Art Progress in Diverse Heterostructured Photocatalysts toward Promoting Photocatalytic Performance,2015,832,0.3959,0.16666666666666666,0.5,0.6788450052284648,0.0,0.0,0.0
https://openalex.org/W2078107904,https://doi.org/10.1002/adma.201500033,Polymeric Photocatalysts Based on Graphitic Carbon Nitride,2015,3474,0.3949,0.16666666666666666,0.0,0.9615949680943919,0.0,0.0,0.0
https://openalex.org/W2966226355,https://doi.org/10.1038/s41467-019-11522-0,Highly efficient dandelion-like near-infrared light photoinitiator for free radical and thiol-ene photopolymerizations,2019,134,0.3948,0.6666666666666666,0.25,0.31860489770547906,0.0,0.0,0.0
https://openalex.org/W2498949635,https://doi.org/10.1021/acs.accounts.6b00229,Visible Light Mediated Photoredox Catalytic Arylation Reactions,2016,715,0.3938,0.3333333333333333,0.25,0.648883017808578,0.0,0.0,0.0
https://openalex.org/W2511410696,https://doi.org/10.1021/acs.accounts.6b00351,Merging Visible Light Photoredox and Gold Catalysis,2016,629,0.3932,0.5,0.0,0.6235519421985513,0.0,0.0,0.0
https://openalex.org/W2614011276,https://doi.org/10.1021/acsenergylett.7b00282,Defect-Assisted Photoinduced Halide Segregation in Mixed-Halide Perovskite Thin Films,2017,565,0.3858,0.5,0.0,0.6023452926301802,0.0,0.0,0.0
https://openalex.org/W2254487049,https://doi.org/10.1021/jacs.5b11599,Photoinduced Atom Transfer Radical Polymerization with ppm-Level Cu Catalyst by Visible Light in Aqueous Media,2015,235,0.3835,0.6666666666666666,0.0,0.42917704400799883,0.16666666666666666,0.0,0.0
https://openalex.org/W2915400200,https://doi.org/10.1021/acsapm.8b00165,Photopolymerization in 3D Printing,2019,1173,0.378,0.3333333333333333,0.0,0.7467727958411192,0.0,0.0,0.0
https://openalex.org/W3109422276,https://doi.org/10.1002/aenm.202002326,Mechanisms and Suppression of Photoinduced Degradation in Perovskite Solar Cells,2020,207,0.3748,0.6666666666666666,0.0,0.4041758935274967,0.0,0.0,0.0
https://openalex.org/W2521923361,https://doi.org/10.1021/acs.accounts.6b00248,Controlled Fluoroalkylation Reactions by Visible-Light Photoredox Catalysis,2016,434,0.3676,0.5,0.0,0.5502326162267552,0.0,0.0,0.0
https://openalex.org/W2266959742,https://doi.org/10.1021/jacs.5b13455,Mechanism of Photoinduced Metal-Free Atom Transfer Radical Polymerization: Experimental and Computational Studies,2016,433,0.3674,0.5,0.0,0.5497770110699144,0.0,0.0,0.0
